Company: DE
Comparison of Actual vs Predicted Prices:
dates        actual     predicted 
2023-11-08   266.60     279.65    
2023-11-22   281.62     261.82    
2023-12-06   288.46     276.44    
2023-12-21   306.51     263.70    
2024-01-04   313.45     312.85    
2024-01-22   294.43     309.13    
2024-02-06   278.49     332.61    
2024-02-20   276.54     281.62    
2024-03-06   281.77     251.32    
2024-03-20   266.45     259.79    
2024-04-03   273.01     282.98    
2024-04-18   307.31     258.76    
2024-05-02   309.41     285.59    
2024-05-16   305.69     315.97    
2024-05-30   308.16     315.15    
2024-06-14   311.46     307.81    
2024-06-28   335.97     306.54    
2024-07-15   325.22     338.45    
2024-07-30   327.97     291.92    
2024-08-13   330.51     294.92    
2024-08-27   332.80     310.93    
2024-09-10   320.32     304.22    
2024-09-25   325.09     295.35    
2024-10-09   316.00     342.83    
2024-10-23   298.84     326.88    
2024-11-06   280.01     328.82    
2024-12-17   N/A        254.16    

Company: MCD
Comparison of Actual vs Predicted Prices:
dates        actual     predicted 
2022-12-22   268.89     264.59    
2023-01-05   270.89     282.51    
2023-01-23   266.20     281.85    
2023-02-07   263.91     276.54    
2023-02-21   265.90     275.00    
2023-03-08   275.85     277.58    
2023-03-22   285.30     274.56    
2023-04-05   289.76     287.98    
2023-04-19   296.57     303.80    
2023-05-04   285.92     282.40    
2023-05-18   285.78     285.43    
2023-06-01   289.91     313.84    
2023-06-16   294.49     313.78    
2023-06-30   295.31     320.30    
2023-07-17   291.40     281.27    
2023-08-01   280.04     281.54    
2023-08-15   279.16     311.02    
2023-08-29   278.13     293.33    
2023-09-12   254.49     290.00    
2023-09-27   251.14     274.59    
2023-10-11   262.17     256.32    
2023-10-25   271.49     251.39    
2023-11-08   280.38     276.61    
2023-11-22   295.93     281.68    
2023-12-06   295.84     298.75    
2023-12-21   293.47     299.73    
2024-01-04   292.31     270.05    
2024-01-22   289.44     298.11    
2024-02-06   293.76     255.71    
2024-02-20   294.31     285.89    
2024-03-06   278.62     291.33    
2024-03-20   268.67     312.38    
2024-04-03   276.75     282.81    
2024-04-18   268.49     274.83    
2024-05-02   265.77     272.41    
2024-05-16   260.72     274.48    
2024-05-30   259.39     259.75    
2024-06-14   247.85     262.40    
2024-06-28   259.54     226.35    
2024-07-15   268.45     223.40    
2024-07-30   287.55     223.86    
2024-08-13   285.52     267.94    
2024-08-27   293.75     279.12    
2024-09-10   302.98     300.48    
2024-09-25   313.34     279.98    
2024-10-09   295.00     260.66    
2024-10-23   298.65     261.80    
2024-11-06   296.33     281.00    
2024-12-17   N/A        287.34    

Company: KO
Comparison of Actual vs Predicted Prices:
dates        actual     predicted 
2022-12-22   61.43      60.49     
2023-01-05   60.64      61.93     
2023-01-23   60.60      58.67     
2023-02-07   59.51      60.83     
2023-02-21   60.03      61.08     
2023-03-08   61.42      61.57     
2023-03-22   62.69      60.45     
2023-04-05   63.55      62.65     
2023-04-19   63.50      64.70     
2023-05-04   60.88      61.55     
2023-05-18   60.37      63.07     
2023-06-01   61.20      59.08     
2023-06-16   59.31      61.07     
2023-06-30   62.46      58.74     
2023-07-17   61.19      62.88     
2023-08-01   60.43      60.69     
2023-08-15   58.82      59.83     
2023-08-29   58.18      61.22     
2023-09-12   54.88      60.66     
2023-09-27   54.07      59.13     
2023-10-11   56.49      55.70     
2023-10-25   57.10      57.03     
2023-11-08   58.23      58.61     
2023-11-22   59.93      59.52     
2023-12-06   58.75      59.89     
2023-12-21   60.39      59.23     
2024-01-04   59.73      60.56     
2024-01-22   59.70      60.43     
2024-02-06   60.34      60.13     
2024-02-20   60.50      61.78     
2024-03-06   60.54      60.01     
2024-03-20   58.92      59.04     
2024-04-03   61.55      59.55     
2024-04-18   62.85      60.77     
2024-05-02   63.00      60.64     
2024-05-16   64.15      63.10     
2024-05-30   62.77      56.74     
2024-06-14   62.96      65.04     
2024-06-28   64.77      59.19     
2024-07-15   68.10      59.25     
2024-07-30   68.98      64.58     
2024-08-13   73.01      64.61     
2024-08-27   71.80      67.26     
2024-09-10   71.71      65.15     
2024-09-25   70.34      64.80     
2024-10-09   65.56      63.82     
2024-10-23   63.20      65.57     
2024-11-06   64.55      64.87     
2024-12-17   N/A        58.78     

Company: KHC
Comparison of Actual vs Predicted Prices:
dates        actual     predicted 
2023-01-31   39.87      39.90     
2023-02-14   38.64      40.28     
2023-02-28   38.04      39.13     
2023-03-15   38.61      38.67     
2023-03-29   39.47      39.27     
2023-04-12   40.25      39.47     
2023-04-27   38.91      39.43     
2023-05-11   38.19      40.64     
2023-05-25   36.87      39.43     
2023-06-08   35.50      37.87     
2023-06-23   35.51      37.14     
2023-07-10   36.18      36.41     
2023-07-25   34.24      36.54     
2023-08-08   33.84      36.09     
2023-08-22   33.56      34.65     
2023-09-05   34.50      33.58     
2023-09-20   32.47      34.24     
2023-10-04   31.71      33.96     
2023-10-18   33.09      33.16     
2023-11-01   34.15      32.21     
2023-11-15   36.20      34.03     
2023-11-29   35.75      35.10     
2023-12-14   37.94      37.58     
2023-12-28   36.76      38.16     
2024-01-12   37.22      37.91     
2024-01-30   35.62      38.29     
2024-02-13   35.13      37.25     
2024-02-27   35.27      36.56     
2024-03-13   37.37      35.82     
2024-03-27   36.90      36.46     
2024-04-10   36.28      37.28     
2024-04-25   35.85      38.35     
2024-05-09   34.65      37.47     
2024-05-23   32.54      36.93     
2024-06-06   32.22      35.50     
2024-06-21   32.29      34.66     
2024-07-08   33.42      33.72     
2024-07-23   34.17      33.06     
2024-08-06   35.93      35.37     
2024-08-20   35.52      36.18     
2024-09-03   34.70      35.98     
2024-09-18   34.66      36.50     
2024-10-02   35.64      35.75     
2024-10-16   33.51      36.14     
2024-10-30   30.58      36.04     
2024-12-17   N/A        31.70     

Company: T
Comparison of Actual vs Predicted Prices:
dates        actual     predicted 
2022-12-22   19.55      18.16     
2023-01-05   20.16      19.51     
2023-01-23   19.26      19.16     
2023-02-07   18.91      20.14     
2023-02-21   18.44      19.39     
2023-03-08   18.72      18.81     
2023-03-22   19.77      18.55     
2023-04-05   17.20      19.64     
2023-04-19   17.04      20.28     
2023-05-04   15.95      17.49     
2023-05-18   16.07      16.84     
2023-06-01   15.45      15.99     
2023-06-16   15.27      15.96     
2023-06-30   14.95      16.18     
2023-07-17   14.01      14.27     
2023-08-01   14.10      14.45     
2023-08-15   14.48      14.15     
2023-08-29   15.21      13.89     
2023-09-12   14.78      14.33     
2023-09-27   14.58      14.82     
2023-10-11   15.40      14.78     
2023-10-25   15.63      15.36     
2023-11-08   16.30      15.81     
2023-11-22   16.45      16.19     
2023-12-06   16.74      16.84     
2023-12-21   16.48      16.99     
2024-01-04   17.25      17.30     
2024-01-22   17.02      17.39     
2024-02-06   16.83      17.75     
2024-02-20   17.20      17.58     
2024-03-06   17.18      17.42     
2024-03-20   16.73      17.42     
2024-04-03   16.81      17.66     
2024-04-18   17.11      16.88     
2024-05-02   17.50      16.92     
2024-05-16   18.28      17.32     
2024-05-30   18.40      17.64     
2024-06-14   18.81      17.79     
2024-06-28   18.55      19.00     
2024-07-15   18.91      18.58     
2024-07-30   19.49      18.87     
2024-08-13   20.43      19.60     
2024-08-27   21.78      20.33     
2024-09-10   22.13      21.98     
2024-09-25   21.51      21.96     
2024-10-09   22.18      21.62     
2024-10-23   22.15      21.21     
2024-11-06   23.09      22.35     
2024-12-17   N/A        23.25     

Company: INTC
Comparison of Actual vs Predicted Prices:
dates        actual     predicted 
2022-12-22   30.11      28.01     
2023-01-05   27.95      28.33     
2023-01-23   28.55      30.64     
2023-02-07   24.93      30.07     
2023-02-21   28.01      27.63     
2023-03-08   29.29      26.40     
2023-03-22   32.02      29.17     
2023-04-05   29.05      33.38     
2023-04-19   29.97      30.98     
2023-05-04   29.00      31.03     
2023-05-18   31.82      29.62     
2023-06-01   33.00      31.82     
2023-06-16   32.74      36.08     
2023-06-30   33.63      36.10     
2023-07-17   35.23      34.07     
2023-08-01   33.14      37.60     
2023-08-15   36.71      36.26     
2023-08-29   36.34      33.89     
2023-09-12   35.69      40.29     
2023-09-27   36.06      36.14     
2023-10-11   36.50      37.28     
2023-10-25   39.41      36.67     
2023-11-08   44.94      40.45     
2023-11-22   44.57      43.33     
2023-12-06   50.39      39.83     
2023-12-21   47.12      46.37     
2024-01-04   43.84      49.21     
2024-01-22   44.03      48.75     
2024-02-06   42.73      42.35     
2024-02-20   45.24      38.35     
2024-03-06   41.99      42.37     
2024-03-20   37.20      44.47     
2024-04-03   34.50      41.95     
2024-04-18   30.00      39.91     
2024-05-02   31.42      30.98     
2024-05-16   30.42      31.30     
2024-05-30   31.09      30.14     
2024-06-14   33.99      30.74     
2024-06-28   33.37      31.30     
2024-07-15   20.11      35.15     
2024-07-30   21.52      30.71     
2024-08-13   20.10      22.47     
2024-08-27   21.47      20.36     
2024-09-10   22.69      19.15     
2024-09-25   22.66      17.37     
2024-10-09   22.90      22.87     
2024-10-23   24.16      22.56     
2024-11-06   24.05      22.40     
2024-12-17   N/A        23.80     

Company: PM
Comparison of Actual vs Predicted Prices:
dates        actual     predicted 
2022-12-22   101.70     102.91    
2023-01-05   103.83     102.69    
2023-01-23   103.71     100.96    
2023-02-07   97.30      103.07    
2023-02-21   97.35      100.26    
2023-03-08   94.23      99.26     
2023-03-22   98.79      95.16     
2023-04-05   98.20      94.03     
2023-04-19   95.10      102.56    
2023-05-04   92.35      100.77    
2023-05-18   92.17      90.63     
2023-06-01   96.30      86.58     
2023-06-16   97.75      95.72     
2023-06-30   97.62      99.19     
2023-07-17   97.21      100.81    
2023-08-01   94.33      101.61    
2023-08-15   94.51      93.21     
2023-08-29   97.32      97.54     
2023-09-12   90.27      92.90     
2023-09-27   93.39      88.45     
2023-10-11   89.16      93.61     
2023-10-25   90.40      92.64     
2023-11-08   93.65      90.99     
2023-11-22   94.40      93.42     
2023-12-06   94.08      93.60     
2023-12-21   95.27      86.54     
2024-01-04   91.70      97.35     
2024-01-22   90.00      84.44     
2024-02-06   90.18      89.38     
2024-02-20   94.67      90.72     
2024-03-06   90.38      90.11     
2024-03-20   89.72      92.65     
2024-04-03   99.02      86.10     
2024-04-18   98.25      92.31     
2024-05-02   101.07     88.88     
2024-05-16   104.24     102.74    
2024-05-30   99.92      100.32    
2024-06-14   102.59     103.82    
2024-06-28   107.22     102.80    
2024-07-15   113.56     103.62    
2024-07-30   118.45     119.58    
2024-08-13   125.71     118.84    
2024-08-27   123.23     120.01    
2024-09-10   120.59     130.56    
2024-09-25   120.42     124.24    
2024-10-09   131.57     118.77    
2024-10-23   124.22     135.95    
2024-11-06   132.28     115.67    
2024-12-17   N/A        114.12    

Company: MKC
Comparison of Actual vs Predicted Prices:
dates        actual     predicted 
2022-12-22   81.10      79.61     
2023-01-05   74.68      83.43     
2023-01-23   75.59      78.69     
2023-02-07   74.32      77.33     
2023-02-21   71.84      76.99     
2023-03-08   81.18      71.76     
2023-03-22   85.89      73.37     
2023-04-05   84.98      88.62     
2023-04-19   89.02      87.19     
2023-05-04   87.69      94.60     
2023-05-18   90.13      92.72     
2023-06-01   93.79      81.23     
2023-06-16   83.32      97.05     
2023-06-30   88.77      88.92     
2023-07-17   87.62      79.83     
2023-08-01   83.66      90.58     
2023-08-15   80.49      90.54     
2023-08-29   78.72      74.72     
2023-09-12   68.40      81.22     
2023-09-27   61.86      77.02     
2023-10-11   63.90      71.04     
2023-10-25   66.31      64.36     
2023-11-08   64.28      68.78     
2023-11-22   69.79      64.87     
2023-12-06   68.23      66.27     
2023-12-21   66.35      67.60     
2024-01-04   68.58      69.23     
2024-01-22   66.07      66.84     
2024-02-06   67.84      71.06     
2024-02-20   68.96      70.33     
2024-03-06   77.30      66.48     
2024-03-20   74.78      65.18     
2024-04-03   75.85      76.45     
2024-04-18   75.56      73.87     
2024-05-02   73.64      78.40     
2024-05-16   69.22      77.17     
2024-05-30   68.68      72.06     
2024-06-14   69.44      65.88     
2024-06-28   73.43      71.33     
2024-07-15   76.29      66.59     
2024-07-30   78.16      78.13     
2024-08-13   81.20      78.34     
2024-08-27   84.50      78.63     
2024-09-10   84.09      86.81     
2024-09-25   81.49      76.93     
2024-10-09   77.48      80.80     
2024-10-23   76.59      79.98     
2024-11-06   77.81      78.96     
2024-12-17   N/A        79.26     

Company: DUK
Comparison of Actual vs Predicted Prices:
dates        actual     predicted 
2022-12-22   104.98     99.15     
2023-01-05   101.64     107.42    
2023-01-23   100.04     96.05     
2023-02-07   94.26      97.84     
2023-02-21   95.09      100.79    
2023-03-08   94.75      95.65     
2023-03-22   99.41      99.83     
2023-04-05   98.35      97.32     
2023-04-19   99.14      101.67    
2023-05-04   90.16      98.91     
2023-05-18   92.00      94.21     
2023-06-01   89.72      87.37     
2023-06-16   89.22      85.03     
2023-06-30   94.77      82.39     
2023-07-17   89.66      88.09     
2023-08-01   89.63      96.01     
2023-08-15   86.65      95.63     
2023-08-29   93.84      84.85     
2023-09-12   85.76      88.98     
2023-09-27   88.96      94.75     
2023-10-11   88.89      92.57     
2023-10-25   89.85      86.91     
2023-11-08   90.71      87.86     
2023-11-22   98.08      86.94     
2023-12-06   96.92      90.74     
2023-12-21   98.46      101.97    
2024-01-04   95.77      99.19     
2024-01-22   92.65      97.23     
2024-02-06   90.85      97.45     
2024-02-20   95.01      93.55     
2024-03-06   93.67      94.21     
2024-03-20   95.41      99.52     
2024-04-03   98.96      96.93     
2024-04-18   102.38     96.07     
2024-05-02   103.44     101.66    
2024-05-16   102.86     107.91    
2024-05-30   99.84      98.42     
2024-06-14   100.64     100.97    
2024-06-28   107.54     102.86    
2024-07-15   111.01     104.86    
2024-07-30   112.72     109.86    
2024-08-13   115.79     112.02    
2024-08-27   116.73     117.35    
2024-09-10   116.22     112.36    
2024-09-25   117.12     109.40    
2024-10-09   114.41     103.33    
2024-10-23   111.88     113.99    
2024-11-06   117.04     107.32    
2024-12-17   N/A        107.70    

Company: ABT
Comparison of Actual vs Predicted Prices:
dates        actual     predicted 
2022-12-22   113.51     100.97    
2023-01-05   109.81     116.63    
2023-01-23   108.52     107.71    
2023-02-07   101.72     109.34    
2023-02-21   98.55      98.51     
2023-03-08   97.11      102.92    
2023-03-22   102.56     98.94     
2023-04-05   108.75     100.79    
2023-04-19   110.69     113.06    
2023-05-04   104.04     106.37    
2023-05-18   100.78     115.36    
2023-06-01   108.05     97.13     
2023-06-16   107.02     104.97    
2023-06-30   114.62     119.56    
2023-07-17   108.45     98.56     
2023-08-01   103.87     121.12    
2023-08-15   100.88     98.38     
2023-08-29   100.67     104.20    
2023-09-12   95.79      103.31    
2023-09-27   92.14      98.31     
2023-10-11   94.55      98.15     
2023-10-25   97.08      100.00    
2023-11-08   103.63     98.02     
2023-11-22   107.25     101.50    
2023-12-06   110.40     106.62    
2023-12-21   113.92     103.08    
2024-01-04   113.45     111.02    
2024-01-22   112.53     114.84    
2024-02-06   119.40     110.35    
2024-02-20   120.76     112.69    
2024-03-06   111.50     122.77    
2024-03-20   111.17     115.81    
2024-04-03   106.89     109.80    
2024-04-18   104.94     100.18    
2024-05-02   104.82     108.21    
2024-05-16   104.27     100.19    
2024-05-30   105.72     105.72    
2024-06-14   102.12     105.32    
2024-06-28   103.72     108.14    
2024-07-15   108.63     105.96    
2024-07-30   111.90     108.95    
2024-08-13   114.66     119.44    
2024-08-27   118.13     121.70    
2024-09-10   113.56     119.34    
2024-09-25   116.05     115.13    
2024-10-09   113.40     115.73    
2024-10-23   116.44     124.04    
2024-11-06   117.96     120.20    
2024-12-17   N/A        121.36    

Company: ADP
Comparison of Actual vs Predicted Prices:
dates        actual     predicted 
2022-12-22   245.36     251.54    
2023-01-05   222.35     243.26    
2023-01-23   227.36     241.11    
2023-02-07   219.82     221.35    
2023-02-21   213.59     216.94    
2023-03-08   214.15     227.93    
2023-03-22   215.61     220.76    
2023-04-05   210.83     216.09    
2023-04-19   215.01     215.09    
2023-05-04   214.00     217.06    
2023-05-18   215.19     212.55    
2023-06-01   213.83     211.89    
2023-06-16   224.26     217.65    
2023-06-30   239.50     215.08    
2023-07-17   250.82     239.87    
2023-08-01   251.11     263.10    
2023-08-15   252.85     267.41    
2023-08-29   245.84     261.98    
2023-09-12   240.42     256.52    
2023-09-27   249.33     253.50    
2023-10-11   218.22     256.32    
2023-10-25   230.42     254.37    
2023-11-08   229.16     238.52    
2023-11-22   239.22     235.14    
2023-12-06   232.49     219.99    
2023-12-21   235.95     238.90    
2024-01-04   237.71     231.54    
2024-01-22   250.07     250.38    
2024-02-06   251.31     256.62    
2024-02-20   244.67     265.60    
2024-03-06   245.07     253.26    
2024-03-20   245.79     264.39    
2024-04-03   246.61     264.89    
2024-04-18   242.94     256.11    
2024-05-02   254.02     262.77    
2024-05-16   247.97     259.08    
2024-05-30   247.97     253.86    
2024-06-14   233.44     253.96    
2024-06-28   247.99     247.27    
2024-07-15   258.14     259.61    
2024-07-30   264.65     270.16    
2024-08-13   275.55     260.02    
2024-08-27   279.41     273.31    
2024-09-10   280.08     297.64    
2024-09-25   290.04     279.13    
2024-10-09   287.95     287.68    
2024-10-23   307.91     257.01    
2024-11-06   307.97     255.44    
2024-12-17   N/A        252.74    

Company: AMT
Comparison of Actual vs Predicted Prices:
dates        actual     predicted 
2022-12-22   232.81     214.95    
2023-01-05   218.06     214.82    
2023-01-23   217.26     218.81    
2023-02-07   198.01     224.41    
2023-02-21   199.83     206.33    
2023-03-08   192.87     208.56    
2023-03-22   211.26     210.65    
2023-04-05   200.34     198.04    
2023-04-19   196.36     214.22    
2023-05-04   183.39     202.06    
2023-05-18   190.02     183.39    
2023-06-01   186.03     144.23    
2023-06-16   193.55     175.97    
2023-06-30   190.83     171.64    
2023-07-17   183.52     164.44    
2023-08-01   175.02     190.11    
2023-08-15   180.42     175.59    
2023-08-29   177.36     189.17    
2023-09-12   158.10     178.49    
2023-09-27   166.91     167.09    
2023-10-11   178.19     162.83    
2023-10-25   194.20     166.59    
2023-11-08   206.18     188.76    
2023-11-22   211.04     195.54    
2023-12-06   217.16     217.62    
2023-12-21   209.43     215.47    
2024-01-04   199.11     210.06    
2024-01-22   191.77     210.39    
2024-02-06   186.68     203.37    
2024-02-20   204.18     158.93    
2024-03-06   194.10     204.06    
2024-03-20   181.96     203.87    
2024-04-03   173.35     195.95    
2024-04-18   181.33     180.73    
2024-05-02   191.34     179.62    
2024-05-16   199.49     183.17    
2024-05-30   194.85     166.14    
2024-06-14   196.17     183.38    
2024-06-28   209.37     190.06    
2024-07-15   226.19     200.34    
2024-07-30   219.66     212.76    
2024-08-13   230.37     232.63    
2024-08-27   239.45     231.98    
2024-09-10   232.07     249.33    
2024-09-25   229.43     211.54    
2024-10-09   212.91     213.08    
2024-10-23   193.72     227.23    
2024-11-06   208.00     212.85    
2024-12-17   N/A        214.45    

Company: RTX
Comparison of Actual vs Predicted Prices:
dates        actual     predicted 
2022-12-22   98.68      97.89     
2023-01-05   98.71      105.54    
2023-01-23   100.56     98.03     
2023-02-07   98.09      101.34    
2023-02-21   98.32      105.38    
2023-03-08   96.80      91.65     
2023-03-22   101.52     100.05    
2023-04-05   97.68      102.51    
2023-04-19   96.30      108.40    
2023-05-04   93.66      92.28     
2023-05-18   99.08      96.23     
2023-06-01   96.91      93.70     
2023-06-16   97.48      99.88     
2023-06-30   97.01      104.46    
2023-07-17   85.47      97.25     
2023-08-01   85.52      81.08     
2023-08-15   85.05      88.30     
2023-08-29   75.08      76.10     
2023-09-12   70.58      54.11     
2023-09-27   73.89      77.91     
2023-10-11   81.39      76.09     
2023-10-25   80.69      79.39     
2023-11-08   80.95      85.95     
2023-11-22   83.22      82.34     
2023-12-06   84.17      83.78     
2023-12-21   86.33      79.56     
2024-01-04   90.08      75.41     
2024-01-22   91.14      80.21     
2024-02-06   90.42      93.83     
2024-02-20   89.95      92.38     
2024-03-06   96.06      93.28     
2024-03-20   101.36     100.02    
2024-04-03   101.02     99.26     
2024-04-18   103.94     98.76     
2024-05-02   106.31     99.01     
2024-05-16   108.18     110.38    
2024-05-30   105.61     107.42    
2024-06-14   100.10     112.31    
2024-06-28   103.77     92.79     
2024-07-15   115.17     96.21     
2024-07-30   118.35     104.60    
2024-08-13   120.99     123.81    
2024-08-27   118.73     127.41    
2024-09-10   124.39     115.90    
2024-09-25   125.03     119.10    
2024-10-09   122.79     109.48    
2024-10-23   123.37     107.59    
2024-11-06   120.61     107.52    
2024-12-17   N/A        115.58    

Company: BLK
Comparison of Actual vs Predicted Prices:
dates        actual     predicted 
2022-12-22   753.99     690.30    
2023-01-05   747.86     703.91    
2023-01-23   736.91     733.05    
2023-02-07   689.43     740.31    
2023-02-21   637.83     714.84    
2023-03-08   646.24     666.74    
2023-03-22   665.97     608.31    
2023-04-05   650.67     688.81    
2023-04-19   629.18     746.73    
2023-05-04   655.00     607.35    
2023-05-18   680.58     688.52    
2023-06-01   680.45     606.60    
2023-06-16   696.17     719.62    
2023-06-30   756.58     681.95    
2023-07-17   712.55     737.71    
2023-08-01   671.59     733.85    
2023-08-15   695.93     663.45    
2023-08-29   688.96     724.10    
2023-09-12   625.47     704.09    
2023-09-27   636.10     617.84    
2023-10-11   612.28     690.29    
2023-10-25   697.35     664.97    
2023-11-08   747.30     642.09    
2023-11-22   773.43     752.81    
2023-12-06   814.41     743.65    
2023-12-21   799.60     826.21    
2024-01-04   788.70     783.15    
2024-01-22   801.76     826.49    
2024-02-06   800.54     789.91    
2024-02-20   829.59     825.21    
2024-03-06   820.20     818.43    
2024-03-20   783.65     743.13    
2024-04-03   762.80     840.47    
2024-04-18   778.33     751.40    
2024-05-02   799.61     750.85    
2024-05-16   778.53     826.00    
2024-05-30   787.60     737.64    
2024-06-14   790.19     766.77    
2024-06-28   843.24     802.88    
2024-07-15   830.76     872.27    
2024-07-30   870.21     926.47    
2024-08-13   886.43     879.11    
2024-08-27   904.52     900.64    
2024-09-10   934.02     921.17    
2024-09-25   1007.00    977.15    
2024-10-09   983.17     1004.03   
2024-10-23   1036.35    991.70    
2024-11-06   1026.48    988.08    
2024-12-17   N/A        886.69    

Company: AMZN
Comparison of Actual vs Predicted Prices:
dates        actual     predicted 
2022-12-22   98.12      92.70     
2023-01-05   100.55     87.65     
2023-01-23   99.54      98.68     
2023-02-07   94.23      100.41    
2023-02-21   94.88      108.55    
2023-03-08   97.24      94.50     
2023-03-22   97.83      105.50    
2023-04-05   104.98     101.97    
2023-04-19   110.19     101.36    
2023-05-04   116.75     95.51     
2023-05-18   124.25     112.48    
2023-06-01   129.33     125.36    
2023-06-16   127.13     132.85    
2023-06-30   128.80     132.08    
2023-07-17   142.22     133.89    
2023-08-01   134.68     131.52    
2023-08-15   137.27     143.43    
2023-08-29   137.63     132.80    
2023-09-12   124.72     140.09    
2023-09-27   131.47     133.79    
2023-10-11   133.09     134.19    
2023-10-25   145.80     131.07    
2023-11-08   146.32     146.09    
2023-11-22   148.84     149.30    
2023-12-06   153.38     142.52    
2023-12-21   154.62     140.43    
2024-01-04   161.26     127.79    
2024-01-22   172.34     156.90    
2024-02-06   173.54     174.49    
2024-02-20   175.39     175.05    
2024-03-06   178.30     175.94    
2024-03-20   185.95     177.19    
2024-04-03   176.59     184.99    
2024-04-18   188.00     198.88    
2024-05-02   183.13     188.42    
2024-05-16   185.00     201.58    
2024-05-30   189.08     189.31    
2024-06-14   199.29     192.62    
2024-06-28   182.55     206.04    
2024-07-15   161.02     179.02    
2024-07-30   178.22     192.58    
2024-08-13   176.25     174.30    
2024-08-27   186.88     178.96    
2024-09-10   185.13     180.21    
2024-09-25   187.69     211.07    
2024-10-09   190.83     198.42    
2024-10-23   208.91     205.38    
2024-11-06   207.86     213.06    
2024-12-17   N/A        170.17    

Company: PEP
Comparison of Actual vs Predicted Prices:
dates        actual     predicted 
2022-12-22   175.24     174.05    
2023-01-05   169.48     191.94    
2023-01-23   177.77     169.19    
2023-02-07   173.53     166.07    
2023-02-21   173.53     174.96    
2023-03-08   179.43     172.55    
2023-03-22   182.56     173.60    
2023-04-05   188.54     182.66    
2023-04-19   194.27     190.56    
2023-05-04   184.89     169.85    
2023-05-18   182.10     168.19    
2023-06-01   186.07     168.66    
2023-06-16   184.30     193.73    
2023-06-30   190.92     171.58    
2023-07-17   186.89     163.93    
2023-08-01   177.05     170.53    
2023-08-15   174.16     170.00    
2023-08-29   178.32     182.41    
2023-09-12   167.70     176.21    
2023-09-27   160.37     173.07    
2023-10-11   163.28     147.27    
2023-10-25   168.11     148.99    
2023-11-08   167.16     151.96    
2023-11-22   172.01     163.63    
2023-12-06   169.39     165.86    
2023-12-21   167.27     156.49    
2024-01-04   168.15     174.48    
2024-01-22   170.61     160.24    
2024-02-06   168.16     165.07    
2024-02-20   164.54     164.86    
2024-03-06   172.73     157.74    
2024-03-20   168.95     150.31    
2024-04-03   177.41     168.76    
2024-04-18   177.41     167.68    
2024-05-02   182.09     166.43    
2024-05-16   173.20     178.99    
2024-05-30   167.28     177.76    
2024-06-14   162.12     166.01    
2024-06-28   167.66     147.08    
2024-07-15   174.04     149.61    
2024-07-30   173.82     167.30    
2024-08-13   177.54     167.09    
2024-08-27   176.87     172.47    
2024-09-10   171.38     169.23    
2024-09-25   175.90     166.45    
2024-10-09   167.50     165.20    
2024-10-23   164.34     176.66    
2024-11-06   162.16     168.22    
2024-12-17   N/A        160.71    

Company: DOW
Comparison of Actual vs Predicted Prices:
dates        actual     predicted 
2023-10-26   51.53      51.83     
2023-11-09   51.75      50.84     
2023-11-23   54.23      54.02     
2023-12-08   54.84      54.01     
2023-12-22   53.10      56.77     
2024-01-05   54.47      53.64     
2024-01-23   53.18      53.28     
2024-02-07   55.10      51.87     
2024-02-21   57.97      57.95     
2024-03-07   58.14      50.80     
2024-03-21   58.46      56.67     
2024-04-04   56.44      49.57     
2024-04-19   59.45      53.44     
2024-05-03   56.92      52.00     
2024-05-17   55.73      55.66     
2024-05-31   54.62      51.24     
2024-06-17   51.58      52.57     
2024-07-01   54.07      53.28     
2024-07-16   52.48      57.32     
2024-07-31   52.72      53.11     
2024-08-14   51.58      51.66     
2024-08-28   51.64      56.05     
2024-09-11   54.68      53.36     
2024-09-26   52.94      54.21     
2024-10-10   49.34      52.00     
2024-10-24   44.99      53.51     
2024-11-07   44.64      49.57     
2024-12-17   N/A        47.65     

Company: VZ
Comparison of Actual vs Predicted Prices:
dates        actual     predicted 
2022-12-22   41.86      38.22     
2023-01-05   41.05      42.60     
2023-01-23   40.32      42.10     
2023-02-07   38.81      42.83     
2023-02-21   36.88      40.61     
2023-03-08   38.00      38.06     
2023-03-22   39.20      38.25     
2023-04-05   36.92      39.68     
2023-04-19   37.63      38.75     
2023-05-04   35.87      38.23     
2023-05-18   35.43      36.69     
2023-06-01   35.51      36.25     
2023-06-16   35.14      36.26     
2023-06-30   33.98      37.58     
2023-07-17   32.53      32.04     
2023-08-01   33.00      34.30     
2023-08-15   34.30      33.67     
2023-08-29   33.40      33.52     
2023-09-12   31.98      34.51     
2023-09-27   31.51      33.42     
2023-10-11   35.13      31.50     
2023-10-25   35.88      32.74     
2023-11-08   37.76      36.24     
2023-11-22   36.99      37.37     
2023-12-06   37.49      38.96     
2023-12-21   38.56      37.88     
2024-01-04   42.05      40.35     
2024-01-22   40.10      39.38     
2024-02-06   39.93      42.46     
2024-02-20   40.13      41.34     
2024-03-06   40.85      41.20     
2024-03-20   40.52      39.92     
2024-04-03   39.49      43.93     
2024-04-18   39.48      40.91     
2024-05-02   39.79      40.05     
2024-05-16   41.33      40.98     
2024-05-30   40.24      39.91     
2024-06-14   41.53      41.08     
2024-06-28   39.09      41.71     
2024-07-15   39.80      41.85     
2024-07-30   40.74      41.31     
2024-08-13   42.93      41.48     
2024-08-27   44.08      41.99     
2024-09-10   45.21      43.35     
2024-09-25   43.74      46.00     
